,0
533,-62467.149999999994
534,-63035.649999999994
535,-58360.0
536,-60244.0
537,-64408.45
538,-58186.45
539,-62190.350000000006
540,-60584.7
541,-60309.899999999994
542,-59775.049999999996
543,-60843.899999999994
544,-62086.95
545,-60355.09999999999
546,-58855.1
547,-62746.649999999994
548,-59672.549999999996
549,-60294.90000000001
550,-59964.149999999994
551,-61452.5
552,-61871.149999999994
553,-60288.149999999994
554,-64208.95
555,-62614.5
556,-62683.8
557,-59208.149999999994
558,-61075.149999999994
559,-61432.549999999996
560,-62165.7
561,-59451.7
562,-61907.34999999999
563,-59266.25
564,-63127.45
565,-65172.7
566,-61764.549999999996
567,-60989.049999999996
568,-61350.149999999994
569,-60550.0
570,-61621.2
571,-60093.35
572,-59463.09999999999
573,-60202.0
574,-59227.899999999994
575,-59429.0
576,-64294.799999999996
577,-59276.0
578,-59947.2
579,-59624.549999999996
580,-57563.0
581,-57942.0
582,-58362.2
583,-64358.65
584,-59372.399999999994
585,-61730.399999999994
586,-58086.5
587,-61676.45
588,-59522.5
589,-60171.35
590,-63455.9
591,-60865.3
592,-59388.5
593,-58767.649999999994
594,-60179.399999999994
595,-59562.299999999996
596,-62671.75
597,-61690.2
598,-63021.649999999994
599,-58907.2
600,-62618.649999999994
601,-59542.6
602,-58581.0
603,-62042.75
604,-57931.8
605,-59374.7
606,-60723.2
607,-59977.149999999994
608,-59873.0
609,-62128.6
610,-59544.8
611,-61354.5
612,-59846.85
613,-60400.9
614,-61732.74999999999
615,-60275.649999999994
616,-58077.2
617,-61668.75
618,-62320.049999999996
619,-63293.149999999994
620,-60993.7
621,-61715.649999999994
622,-60323.75
623,-58718.049999999996
624,-59561.1
625,-58928.5
626,-61165.25
627,-61377.149999999994
628,-59424.649999999994
629,-61641.1
630,-59727.0
631,-61143.149999999994
632,-62835.1
633,-60421.049999999996
634,-59430.75
635,-57929.3
636,-58773.6
637,-59501.7
638,-59794.6
639,-59037.0
640,-57179.649999999994
641,-61422.2
642,-59769.85
643,-57718.5
644,-61249.649999999994
645,-59950.6
646,-60016.6
647,-59426.0
648,-58774.3
649,-62950.649999999994
650,-58971.5
651,-60039.1
652,-62230.75
653,-61801.3
654,-60968.99999999999
655,-59993.0
656,-59817.0
657,-57798.0
658,-62848.049999999996
659,-59759.7
660,-58971.5
661,-60782.40000000001
662,-57777.5
663,-62238.649999999994
664,-58477.0
665,-59060.0
666,-59553.8
667,-60355.399999999994
668,-59387.2
669,-57517.649999999994
670,-60859.85
671,-62243.100000000006
672,-60900.09999999999
673,-60622.5
674,-61379.95
675,-61568.1
676,-61308.799999999996
677,-63100.6
678,-59869.1
679,-58168.6
680,-60503.850000000006
681,-59703.5
682,-57844.2
683,-57891.5
684,-61148.7
685,-62625.149999999994
686,-59786.74999999999
687,-59963.649999999994
688,-58971.5
689,-60212.6
690,-58612.7
691,-59105.0
692,-58930.5
693,-58971.5
694,-60061.649999999994
695,-61437.649999999994
696,-60445.399999999994
697,-63254.25
698,-58971.5
699,-63081.049999999996
700,-58971.5
701,-61980.2
702,-61164.3
703,-59513.649999999994
704,-59326.7
705,-62278.75
706,-63245.7
707,-58800.0
708,-58655.0
709,-60116.0
710,-58884.6
711,-59936.649999999994
712,-59685.5
713,-61881.649999999994
714,-60795.7
715,-58971.5
716,-59381.6
717,-58971.5
718,-58729.0
719,-58971.5
720,-59227.5
721,-59957.7
722,-59071.0
723,-59662.0
724,-59054.5
725,-58603.5
726,-60197.3
727,-61683.7
728,-58971.5
729,-57414.1
730,-57875.5
731,-60110.84999999999
732,-58155.0
733,-59279.25
734,-60498.25
735,-58686.0
736,-58055.5
737,-58182.95
738,-58675.0
739,-59088.5
740,-60980.1
741,-59525.75
742,-59494.0
743,-60414.3
744,-62198.2
745,-58701.1
746,-59577.25
747,-59536.25
748,-60736.7
749,-58240.6
750,-60511.7
751,-59552.5
752,-59617.0
753,-60534.75
754,-58886.3
755,-60494.2
756,-59744.5
757,-59612.0
758,-58896.5
759,-61741.649999999994
760,-59247.0
761,-59002.0
762,-59268.5
763,-59648.7
764,-58971.5
765,-59020.5
766,-59852.0
767,-58658.0
768,-58971.5
769,-58278.5
770,-59387.0
771,-59152.5
772,-58971.5
773,-60481.8
774,-60688.649999999994
775,-62930.5
776,-60000.799999999996
777,-59212.5
778,-58661.5
779,-59859.2
780,-59944.0
781,-58971.5
782,-58224.0
783,-60162.649999999994
784,-58971.5
785,-58971.5
786,-58842.5
787,-59762.0
788,-60422.649999999994
789,-59340.0
790,-58413.5
791,-57371.5
792,-59767.05
793,-59037.0
794,-57830.5
795,-58535.5
796,-60280.2
797,-60739.1
798,-58971.5
799,-58971.5
800,-58971.5
801,-61950.45
802,-60654.25
803,-58278.5
804,-58911.7
805,-58502.5
806,-58971.5
807,-58971.5
808,-60825.149999999994
809,-59526.649999999994
810,-60298.8
811,-62784.6
812,-58971.5
813,-61474.84999999999
814,-58971.5
815,-58827.0
816,-58944.5
817,-58949.5
818,-58843.0
819,-59347.6
820,-60839.5
821,-60210.49999999999
822,-58971.5
823,-59616.3
824,-58971.5
825,-60452.899999999994
826,-58971.5
827,-59524.0
828,-58023.0
829,-56880.6
830,-58935.0
831,-58710.5
832,-61359.35
833,-59683.05
834,-59777.6
835,-59508.899999999994
836,-58499.5
837,-60447.149999999994
838,-59019.55
839,-57654.5
840,-59840.149999999994
841,-59441.0
842,-60501.5
843,-58801.5
844,-58971.5
845,-60472.149999999994
846,-59979.6
847,-60985.0
848,-58880.0
849,-58988.149999999994
850,-59189.0
851,-57824.399999999994
852,-60890.2
853,-59942.049999999996
854,-58971.5
855,-59889.95
856,-58971.5
857,-58971.5
858,-58966.2
859,-57540.899999999994
860,-61213.649999999994
861,-59044.5
862,-59514.5
863,-59103.0
864,-58436.0
865,-58986.5
866,-58971.5
867,-60783.0
868,-58929.0
869,-60677.1
870,-58971.5
871,-58971.5
872,-58971.5
873,-59138.0
874,-60313.25
875,-58971.5
876,-58800.0
877,-59297.7
878,-58050.0
879,-58290.5
880,-61036.899999999994
881,-58971.5
882,-59613.0
883,-58801.5
884,-58971.5
885,-59935.649999999994
886,-58971.5
887,-59164.2
888,-58983.0
889,-61635.149999999994
890,-58830.0
891,-59666.149999999994
892,-59857.649999999994
893,-57911.149999999994
894,-57354.149999999994
895,-58971.5
896,-58971.5
897,-59034.45
898,-62744.2
899,-61610.75
900,-60245.2
901,-58971.5
902,-58971.5
903,-59942.85
904,-60672.649999999994
905,-61438.95
906,-60681.45
907,-58971.5
908,-60268.95
909,-59068.5
910,-58971.5
911,-60226.25
912,-59975.899999999994
913,-62717.3
914,-58406.3
915,-58976.5
916,-58215.5
917,-58787.5
918,-59037.0
919,-59451.5
920,-61542.3
921,-59441.0
922,-58971.5
923,-58774.3
924,-59026.0
925,-58971.5
926,-56645.0
927,-58971.5
928,-58971.5
929,-59887.0
930,-58971.5
931,-58221.5
932,-59120.0
933,-59900.5
934,-58971.5
935,-58966.3
936,-58971.5
937,-58764.2
938,-58971.5
939,-58345.649999999994
940,-58794.5
941,-60177.649999999994
942,-58971.5
943,-59501.899999999994
944,-58971.5
945,-58632.0
946,-58971.5
947,-59258.0
948,-58971.5
949,-60909.2
950,-60501.95
951,-58598.5
952,-58971.5
953,-58221.5
954,-58531.0
955,-59682.6
956,-59369.7
957,-59152.1
958,-62409.1
959,-58162.0
960,-61565.35
961,-58539.8
962,-58971.5
963,-58636.5
964,-58281.5
965,-60414.2
966,-58035.649999999994
967,-58744.0
968,-59776.45
969,-58971.5
970,-58932.0
971,-60832.649999999994
972,-58971.5
973,-60006.2
974,-58311.3
975,-58479.95
976,-60332.2
977,-57826.5
978,-58971.5
979,-58971.5
980,-58971.5
981,-58892.5
982,-58971.5
983,-58632.0
984,-59084.5
985,-60621.75
986,-58971.5
987,-58971.5
988,-59144.25
989,-59139.399999999994
990,-59061.5
991,-59060.0
992,-59722.5
993,-58359.95
994,-61422.649999999994
995,-61212.34999999999
996,-61238.25
997,-57772.0
998,-58971.5
999,-58971.5
1000,-58971.5
1001,-58971.5
1002,-58971.5
1003,-58226.5
1004,-62307.549999999996
1005,-58939.5
1006,-58456.5
1007,-58880.0
1008,-59128.7
1009,-58050.0
1010,-58865.0
1011,-59730.7
1012,-58971.5
1013,-58367.0
1014,-58909.5
1015,-61446.649999999994
1016,-57889.149999999994
1017,-63534.2
1018,-59799.5
1019,-58971.5
1020,-60288.7
1021,-60887.649999999994
1022,-62306.95
1023,-61135.0
1024,-59797.5
1025,-58971.5
1026,-57573.5
1027,-58410.0
1028,-58974.5
1029,-58971.5
1030,-59102.0
1031,-58971.5
1032,-59195.0
1033,-58971.5
1034,-58951.0
1035,-61463.2
1036,-58971.5
1037,-61163.7
1038,-59734.5
1039,-58971.5
1040,-58275.0
1041,-58971.5
1042,-58949.649999999994
1043,-59024.0
1044,-58927.5
1045,-59894.3
1046,-58971.5
1047,-58971.5
1048,-59182.5
1049,-58971.5
1050,-59391.8
1051,-59171.0
1052,-59097.0
1053,-62265.2
1054,-58971.5
1055,-58971.5
1056,-58971.5
1057,-58705.8
1058,-58971.5
1059,-58971.5
1060,-64234.84999999999
1061,-58705.8
1062,-59365.6
1063,-58971.5
1064,-58971.5
1065,-60779.7
1066,-60251.6
1067,-58971.5
1068,-58365.2
1069,-57743.5
1070,-59025.0
1071,-57869.0
1072,-58962.0
1073,-59020.5
1074,-59062.84999999999
1075,-58971.5
1076,-58971.5
1077,-59149.5
1078,-61489.7
1079,-58971.5
1080,-57920.95
1081,-59905.899999999994
1082,-58971.5
1083,-59128.5
1084,-60218.7
1085,-57908.149999999994
1086,-58971.5
1087,-59785.85
1088,-60287.35
1089,-59285.5
1090,-59545.7
1091,-59203.3
1092,-59100.5
1093,-57179.649999999994
1094,-58971.5
1095,-59994.899999999994
1096,-58971.5
1097,-59000.95
1098,-58971.5
1099,-58971.5
1100,-58971.5
1101,-59163.5
1102,-62124.649999999994
1103,-55931.5
1104,-58971.5
1105,-58971.5
1106,-58314.0
1107,-59524.0
1108,-57809.5
1109,-58971.5
1110,-57700.649999999994
1111,-61692.45
1112,-58971.5
1113,-58971.5
1114,-58902.5
1115,-58694.0
1116,-58971.5
1117,-58971.5
1118,-58971.5
1119,-58971.5
1120,-59257.0
1121,-58971.5
1122,-58350.0
1123,-58971.5
1124,-58971.5
1125,-58971.5
1126,-58971.5
1127,-59222.95
1128,-58971.5
1129,-58971.5
1130,-58971.5
1131,-61000.24999999999
1132,-58971.5
1133,-58971.5
1134,-58971.5
1135,-59118.5
1136,-60616.45
1137,-58971.5
1138,-58971.5
1139,-58971.5
1140,-60741.049999999996
1141,-58971.5
1142,-61034.0
1143,-62260.2
1144,-59317.5
1145,-59124.0
1146,-58971.5
1147,-57935.5
1148,-60302.1
1149,-58925.0
1150,-58332.8
1151,-58971.5
1152,-58971.5
1153,-59001.399999999994
1154,-58949.5
1155,-58721.0
1156,-58971.5
1157,-58971.5
1158,-58971.5
1159,-58971.5
1160,-58777.0
1161,-59752.8
1162,-58971.5
1163,-59838.7
1164,-58675.5
1165,-58971.5
1166,-58971.5
1167,-58971.5
1168,-59687.6
1169,-58971.5
1170,-58971.5
1171,-58971.5
1172,-59454.5
1173,-58971.5
1174,-58971.5
1175,-58971.5
1176,-61288.5
1177,-58971.5
1178,-58971.5
1179,-59470.0
1180,-59389.5
1181,-59277.0
1182,-62945.34999999999
1183,-61247.649999999994
1184,-58956.0
1185,-58971.5
1186,-59034.0
1187,-59222.95
1188,-60317.5
1189,-58603.5
1190,-59545.7
1191,-59528.899999999994
1192,-58823.0
1193,-58971.5
1194,-58971.5
1195,-59395.7
1196,-58971.5
1197,-58971.5
1198,-61072.1
1199,-58971.5
1200,-59320.1
1201,-58971.5
1202,-58971.5
1203,-58971.5
1204,-58971.5
1205,-61407.149999999994
1206,-58971.5
1207,-58971.5
1208,-58971.5
1209,-58971.5
1210,-58971.5
1211,-58971.5
1212,-59620.1
1213,-58971.5
1214,-58971.5
1215,-61028.25
1216,-59137.0
1217,-58971.5
1218,-58971.5
1219,-58971.5
1220,-58971.5
1221,-58971.5
1222,-60929.25
1223,-58714.5
1224,-58971.5
1225,-58834.5
1226,-58971.5
1227,-59116.0
1228,-58822.0
1229,-61154.2
1230,-62345.149999999994
1231,-59117.5
1232,-58690.3
1233,-60223.6
1234,-58971.5
1235,-57797.5
1236,-58971.5
1237,-58971.5
1238,-58721.5
1239,-58971.5
1240,-57347.0
1241,-58971.5
1242,-59409.7
1243,-58870.5
1244,-59889.0
1245,-58971.5
1246,-61917.649999999994
1247,-58971.5
1248,-59027.0
1249,-59153.5
1250,-58971.5
1251,-58971.5
1252,-58971.5
1253,-59330.6
1254,-57631.35
1255,-58971.5
1256,-58275.0
1257,-59011.5
1258,-58379.0
1259,-59200.0
1260,-58823.0
1261,-58971.5
1262,-58971.5
1263,-60998.5
1264,-59599.5
1265,-58971.5
1266,-57585.0
1267,-58971.5
1268,-59279.5
1269,-58971.5
1270,-58971.5
1271,-60617.6
1272,-58857.8
1273,-61958.649999999994
1274,-61885.149999999994
1275,-59234.0
1276,-58971.5
1277,-58971.5
1278,-58454.25
1279,-58971.5
1280,-59318.0
1281,-58971.5
1282,-58971.5
1283,-58971.5
1284,-58435.5
1285,-58971.5
1286,-58971.5
1287,-58971.5
1288,-58971.5
1289,-58971.5
1290,-58971.5
1291,-59459.0
1292,-59384.5
1293,-58971.5
1294,-58971.5
1295,-59890.8
1296,-58971.5
1297,-58971.5
1298,-61479.649999999994
1299,-60837.95
1300,-58971.5
1301,-58909.5
1302,-58971.5
1303,-58971.5
1304,-58971.5
1305,-59901.899999999994
1306,-58971.5
1307,-58971.5
1308,-58971.5
1309,-58765.0
1310,-58971.5
1311,-58971.5
1312,-58971.5
1313,-58971.5
1314,-58971.5
1315,-58971.5
1316,-57911.0
1317,-60451.5
1318,-58971.5
1319,-58877.0
1320,-58971.5
1321,-61034.0
1322,-58971.5
1323,-58971.5
1324,-58971.5
1325,-58971.5
1326,-59426.6
1327,-58971.5
1328,-58928.5
1329,-59892.5
1330,-58984.5
1331,-58971.5
1332,-58971.5
1333,-58971.5
1334,-59772.0
1335,-58971.5
1336,-58984.0
1337,-58971.5
1338,-58971.5
1339,-58971.5
1340,-58971.5
1341,-59694.5
1342,-59103.5
1343,-60704.2
1344,-58971.5
1345,-58971.5
1346,-57854.5
1347,-58971.5
1348,-58971.5
1349,-58971.5
1350,-58529.5
1351,-58971.5
1352,-58221.5
1353,-58971.5
1354,-58971.5
1355,-58971.5
1356,-58971.5
1357,-58971.5
1358,-61583.649999999994
1359,-58971.5
1360,-58971.5
1361,-58971.5
1362,-61051.149999999994
1363,-60084.0
1364,-57990.149999999994
1365,-57373.7
1366,-61410.2
1367,-58970.0
1368,-58971.5
1369,-59161.899999999994
1370,-59029.5
1371,-58971.5
1372,-58971.5
1373,-58850.5
1374,-58989.0
1375,-58971.5
1376,-58971.5
1377,-58971.5
1378,-58971.5
1379,-58971.5
1380,-58620.1
1381,-58971.5
1382,-59003.6
1383,-58971.5
1384,-58882.0
1385,-60213.5
1386,-58901.2
1387,-57456.0
1388,-59216.2
1389,-57653.5
1390,-59330.5
1391,-58971.5
1392,-58954.5
1393,-58971.5
1394,-58971.5
1395,-58971.5
1396,-58971.5
1397,-58971.5
1398,-58971.5
1399,-58971.5
1400,-58971.5
1401,-58971.5
1402,-58971.5
1403,-58971.5
1404,-58971.5
1405,-58971.5
1406,-58971.5
1407,-58971.5
1408,-58971.5
1409,-58971.5
1410,-58971.5
1411,-58971.5
1412,-58971.5
1413,-58971.5
1414,-58971.5
1415,-58971.5
1416,-58971.5
1417,-58971.5
1418,-58971.5
1419,-59439.6
1420,-58971.5
1421,-58971.5
1422,-58971.5
1423,-59913.1
1424,-58971.5
1425,-58971.5
1426,-58971.5
1427,-58251.149999999994
1428,-58971.5
1429,-58971.5
1430,-60564.75
1431,-58910.0
1432,-58933.0
1433,-58971.5
1434,-58971.5
1435,-58971.5
1436,-58674.5
1437,-58971.5
1438,-58795.5
1439,-58971.5
1440,-58971.5
1441,-58971.5
1442,-58971.5
1443,-58971.5
1444,-58877.0
1445,-58986.5
1446,-56875.0
1447,-58971.5
1448,-58971.5
1449,-58971.5
1450,-59121.5
1451,-61000.7
1452,-58967.0
1453,-58971.5
1454,-58971.5
1455,-61591.149999999994
1456,-61332.149999999994
1457,-59172.0
1458,-58971.5
1459,-58971.5
1460,-58971.5
1461,-58971.5
1462,-58971.5
1463,-58971.5
1464,-58971.5
1465,-58971.5
1466,-58971.5
1467,-58971.5
1468,-58971.5
1469,-58971.5
1470,-58927.5
1471,-58971.5
1472,-58971.5
1473,-58971.5
1474,-58971.5
1475,-58971.5
1476,-58971.5
1477,-59621.0
1478,-59077.149999999994
1479,-58971.5
1480,-58971.5
1481,-58971.5
1482,-58971.5
1483,-58971.5
1484,-58971.5
1485,-60009.2
1486,-58971.5
1487,-58971.5
1488,-58976.0
1489,-58971.5
1490,-58971.5
1491,-59052.8
1492,-58971.5
1493,-58971.5
1494,-58470.5
1495,-58971.5
1496,-58971.5
1497,-58971.5
1498,-58971.5
1499,-58971.5
1500,-58971.5
1501,-58971.5
1502,-58971.5
1503,-59750.3
1504,-58971.5
1505,-58781.0
1506,-58971.5
1507,-58971.5
1508,-58971.5
1509,-58971.5
1510,-58971.5
1511,-58971.5
1512,-58971.5
1513,-58971.5
1514,-58971.5
1515,-58971.5
1516,-58971.5
1517,-58971.5
1518,-57826.5
1519,-58546.5
1520,-58971.5
1521,-58971.5
1522,-58949.5
1523,-58971.5
1524,-58971.5
1525,-58971.5
1526,-58971.5
1527,-59426.8
1528,-58971.5
1529,-58971.5
1530,-58971.5
1531,-58971.5
1532,-58705.8
1533,-58971.5
1534,-58971.5
1535,-58971.5
1536,-58971.5
1537,-58971.5
1538,-62197.149999999994
1539,-58971.5
1540,-58794.95
1541,-58971.5
1542,-58971.5
1543,-58971.5
1544,-58971.5
1545,-58971.5
1546,-59785.2
1547,-58971.5
1548,-59760.7
1549,-58971.5
1550,-59131.0
1551,-58971.5
1552,-58971.5
1553,-58971.5
1554,-58971.5
1555,-58971.5
1556,-58971.5
1557,-58971.5
1558,-59838.7
1559,-62170.149999999994
1560,-58971.5
1561,-58971.5
1562,-59682.6
1563,-58971.5
1564,-58971.5
1565,-58971.5
1566,-58971.5
1567,-58971.5
1568,-58491.149999999994
1569,-58971.5
1570,-58971.5
1571,-57179.649999999994
