,0
1572,-58971.5
1573,-58971.5
1574,-58971.5
1575,-58971.5
1576,-58623.8
1577,-60453.25
1578,-59753.8
1579,-58971.5
1580,-58971.5
1581,-58971.5
1582,-58971.5
1583,-58971.5
1584,-58971.5
1585,-58971.5
1586,-58971.5
1587,-58971.5
1588,-58971.5
1589,-58971.5
1590,-58971.5
1591,-58971.5
1592,-58971.5
1593,-59320.0
1594,-59167.0
1595,-58971.5
1596,-58971.5
1597,-58971.5
1598,-58971.5
1599,-58971.5
1600,-58971.5
1601,-58971.5
1602,-58971.5
1603,-58971.5
1604,-58971.5
1605,-58971.5
1606,-58971.5
1607,-58971.5
1608,-58971.5
1609,-58971.5
1610,-58971.5
1611,-58971.5
1612,-58800.0
1613,-58971.5
1614,-59361.0
1615,-58971.5
1616,-58971.5
1617,-59939.899999999994
1618,-58971.5
1619,-58971.5
1620,-58971.5
1621,-58971.5
1622,-58971.5
1623,-58971.5
1624,-61142.95
1625,-58971.5
1626,-58971.5
1627,-58971.5
1628,-58971.5
1629,-58971.5
1630,-58971.5
1631,-58971.5
1632,-58971.5
1633,-58971.5
1634,-58971.5
1635,-58971.5
1636,-58971.5
1637,-58971.5
1638,-58971.5
1639,-58971.5
1640,-58971.5
1641,-58971.5
1642,-57179.649999999994
1643,-58971.5
1644,-58971.5
1645,-58971.5
1646,-58971.5
1647,-59675.0
1648,-60537.0
1649,-58971.5
1650,-58971.5
1651,-58971.5
1652,-58971.5
1653,-58971.5
1654,-58971.5
1655,-58971.5
1656,-58971.5
1657,-58971.5
1658,-59643.5
1659,-58971.5
1660,-58971.5
1661,-58971.5
1662,-58971.5
1663,-58971.5
1664,-58971.5
1665,-58971.5
1666,-58971.5
1667,-58971.5
1668,-58971.5
1669,-58971.5
1670,-58971.5
1671,-58971.5
1672,-58971.5
1673,-58971.5
1674,-57676.5
1675,-58971.5
1676,-58971.5
1677,-58971.5
1678,-58971.5
1679,-58971.5
1680,-58971.5
1681,-58971.5
1682,-58971.5
1683,-58971.5
1684,-58971.5
1685,-58971.5
1686,-58737.5
1687,-60664.0
1688,-58971.5
1689,-58971.5
1690,-58971.5
1691,-58837.0
1692,-58546.95
1693,-58971.5
1694,-58971.5
1695,-58971.5
1696,-58971.5
1697,-58838.0
1698,-59194.0
1699,-58971.5
1700,-58971.5
1701,-58971.5
1702,-58971.5
1703,-58971.5
1704,-58971.5
1705,-58971.5
1706,-59236.5
1707,-58971.5
1708,-58971.5
1709,-58971.5
1710,-58971.5
1711,-58971.5
1712,-58971.5
1713,-58971.5
1714,-61501.2
1715,-58971.5
1716,-58971.5
1717,-58971.5
1718,-58971.5
1719,-58971.5
1720,-58971.5
1721,-58971.5
1722,-58971.5
1723,-58512.0
1724,-58971.5
1725,-58971.5
1726,-59867.45
1727,-58971.5
1728,-58971.5
1729,-58971.5
1730,-58971.5
1731,-58971.5
1732,-58971.5
1733,-58971.5
1734,-58971.5
1735,-58971.5
1736,-58971.5
1737,-58971.5
1738,-58971.5
1739,-59870.5
1740,-59632.899999999994
1741,-59405.0
1742,-58971.5
1743,-58971.5
1744,-58971.5
1745,-58971.5
1746,-58971.5
1747,-58971.5
1748,-58971.5
1749,-59435.1
1750,-58971.5
1751,-58971.5
1752,-58971.5
1753,-58971.5
1754,-58971.5
1755,-58971.5
1756,-58971.5
1757,-58686.0
1758,-58971.5
1759,-58971.5
1760,-58971.5
1761,-59233.3
1762,-58971.5
1763,-58971.5
1764,-58971.5
1765,-58971.5
1766,-58971.5
1767,-58971.5
1768,-58971.5
1769,-58971.5
1770,-57951.5
1771,-58971.5
1772,-58971.5
1773,-58971.5
1774,-58971.5
1775,-58971.5
1776,-58971.5
1777,-59065.7
1778,-58971.5
1779,-58971.5
1780,-58971.5
1781,-58971.5
1782,-58971.5
1783,-61034.0
1784,-58971.5
1785,-58971.5
1786,-61323.649999999994
1787,-58971.5
1788,-58971.5
1789,-58971.5
1790,-58971.5
1791,-58971.5
1792,-58971.5
1793,-58971.5
1794,-58971.5
1795,-58971.5
1796,-58971.5
1797,-58971.5
1798,-59084.5
1799,-58971.5
1800,-58971.5
1801,-58971.5
1802,-58971.5
1803,-58971.5
1804,-58971.5
1805,-59093.5
1806,-58971.5
1807,-58971.5
1808,-58971.5
1809,-58971.5
1810,-58971.5
1811,-58971.5
1812,-58971.5
1813,-58971.5
1814,-58971.5
1815,-58971.5
1816,-58971.5
1817,-58971.5
1818,-58971.5
1819,-58971.5
1820,-58971.5
1821,-58971.5
1822,-58971.5
1823,-58971.5
1824,-58589.5
1825,-58971.5
1826,-58971.5
1827,-58971.5
1828,-58972.0
1829,-58971.5
1830,-58971.5
1831,-58971.5
1832,-58971.5
1833,-58971.5
1834,-59294.5
1835,-58971.5
1836,-58971.5
1837,-58971.5
1838,-58971.5
1839,-58971.5
1840,-59439.6
1841,-58971.5
1842,-58971.5
1843,-58971.5
1844,-58971.5
1845,-58971.5
1846,-58838.0
1847,-58971.5
1848,-59166.0
1849,-58971.5
1850,-58372.0
1851,-58971.5
1852,-58971.5
1853,-58971.5
1854,-58971.5
1855,-58971.5
1856,-58971.5
1857,-58971.5
1858,-58971.5
1859,-58971.5
1860,-58971.5
1861,-58971.5
1862,-58971.5
1863,-58971.5
1864,-58380.0
1865,-58971.5
1866,-58971.5
1867,-58971.5
1868,-58971.5
1869,-58311.0
1870,-58971.5
1871,-58971.5
1872,-58971.5
1873,-58971.5
1874,-58971.5
1875,-58952.5
1876,-58971.5
1877,-58971.5
1878,-58971.5
1879,-59096.5
1880,-58971.5
1881,-58971.5
1882,-58971.5
1883,-58971.5
1884,-59396.0
1885,-59220.5
1886,-58971.5
1887,-59182.5
1888,-58971.5
1889,-58971.5
1890,-58971.5
1891,-58971.5
1892,-58971.5
1893,-58971.5
1894,-58971.5
1895,-58971.5
1896,-58971.5
1897,-58971.5
1898,-58971.5
1899,-58971.5
1900,-58971.5
1901,-58971.5
1902,-58971.5
1903,-58971.5
1904,-58695.8
1905,-58971.5
1906,-58971.5
1907,-58971.5
1908,-58971.5
1909,-58971.5
1910,-58971.5
1911,-58971.5
1912,-58971.5
1913,-58971.5
1914,-58971.5
1915,-59832.6
1916,-58971.5
1917,-58971.5
1918,-58971.5
1919,-58971.5
1920,-58971.5
1921,-58971.5
1922,-58971.5
1923,-58971.5
1924,-58971.5
1925,-58971.5
1926,-58971.5
1927,-58971.5
1928,-58971.5
1929,-58971.5
1930,-58971.5
1931,-58971.5
1932,-58971.5
1933,-59447.3
1934,-58971.5
1935,-58971.5
1936,-58971.5
1937,-58971.5
1938,-59647.0
1939,-58971.5
1940,-58971.5
1941,-58971.5
1942,-58971.5
1943,-60442.649999999994
1944,-58971.5
1945,-58971.5
1946,-58971.5
1947,-58971.5
1948,-58971.5
1949,-58971.5
1950,-58971.5
1951,-58971.5
1952,-58971.5
1953,-59439.5
1954,-58971.5
1955,-58971.5
1956,-58968.0
1957,-58971.5
1958,-58971.5
1959,-58971.5
1960,-58971.5
1961,-58971.5
1962,-58971.5
1963,-58971.5
1964,-58971.5
1965,-58971.5
1966,-58971.5
1967,-58971.5
1968,-58971.5
1969,-58971.5
1970,-61042.25
1971,-58971.5
1972,-58971.5
1973,-58971.5
1974,-58971.5
1975,-58971.5
1976,-58971.5
1977,-58971.5
1978,-59784.2
1979,-58971.5
1980,-58971.5
1981,-58971.5
1982,-58971.5
1983,-58971.5
1984,-58971.5
1985,-58971.5
1986,-58971.5
1987,-58971.5
1988,-58971.5
1989,-58971.5
1990,-58226.5
1991,-58971.5
1992,-59492.0
1993,-58796.5
1994,-58971.5
1995,-57781.5
1996,-58971.5
1997,-58971.5
1998,-58971.5
1999,-58971.5
2000,-58971.5
2001,-58971.5
2002,-58971.5
2003,-58971.5
2004,-58971.5
2005,-58971.5
2006,-58971.5
2007,-58971.5
2008,-58971.5
2009,-58971.5
2010,-58971.5
2011,-58971.5
2012,-58971.5
2013,-57973.0
2014,-58971.5
2015,-58971.5
2016,-58971.5
2017,-58971.5
2018,-58971.5
2019,-58971.5
2020,-58971.5
2021,-58971.5
2022,-58971.5
2023,-58971.5
2024,-58971.5
2025,-58971.5
2026,-58971.5
2027,-58971.5
2028,-58971.5
2029,-58971.5
2030,-58971.5
2031,-58971.5
2032,-58971.5
2033,-58971.5
2034,-58971.5
2035,-58971.5
2036,-58971.5
2037,-58971.5
2038,-58971.5
2039,-58971.5
2040,-58971.5
2041,-58971.5
2042,-58971.5
2043,-59471.1
2044,-58971.5
2045,-58971.5
2046,-58971.5
2047,-58971.5
2048,-58971.5
2049,-58971.5
2050,-58971.5
2051,-58971.5
2052,-58971.5
2053,-58971.5
2054,-58971.5
2055,-58971.5
2056,-58971.5
2057,-58971.5
2058,-58971.5
2059,-58971.5
2060,-58971.5
2061,-58971.5
2062,-58971.5
2063,-58971.5
2064,-58971.5
2065,-58971.5
2066,-58971.5
2067,-58971.5
2068,-58971.5
2069,-58971.5
2070,-58971.5
2071,-58971.5
2072,-58971.5
2073,-58971.5
2074,-58971.5
2075,-58971.5
2076,-58971.5
2077,-58971.5
2078,-58971.5
2079,-58971.5
2080,-58971.5
2081,-60110.0
2082,-58971.5
2083,-58971.5
2084,-58971.5
2085,-58971.5
2086,-58971.5
2087,-61396.149999999994
2088,-58971.5
2089,-58971.5
2090,-58971.5
2091,-58971.5
2092,-58971.5
2093,-58971.5
2094,-58971.5
2095,-58971.5
2096,-58971.5
2097,-58971.5
2098,-58724.8
2099,-58971.5
2100,-58971.5
2101,-58971.5
2102,-58971.5
2103,-58971.5
2104,-58971.5
2105,-58556.5
2106,-58971.5
2107,-58971.5
2108,-58971.5
2109,-58971.5
2110,-61073.75
2111,-58971.5
2112,-58971.5
2113,-58971.5
2114,-58971.5
2115,-58971.5
2116,-58971.5
2117,-58971.5
2118,-58971.5
2119,-58971.5
2120,-58971.5
2121,-58971.5
2122,-58971.5
2123,-58971.5
2124,-58971.5
2125,-58971.5
2126,-58971.5
2127,-58971.5
2128,-58971.5
2129,-58971.5
2130,-58971.5
2131,-58971.5
2132,-58971.5
2133,-58971.5
2134,-58971.5
2135,-58971.5
2136,-58971.5
2137,-58971.5
2138,-58971.5
2139,-58971.5
2140,-58971.5
2141,-58971.5
2142,-58971.5
2143,-59792.649999999994
2144,-58971.5
2145,-58971.5
2146,-58971.5
2147,-58971.5
2148,-58971.5
2149,-58108.899999999994
2150,-60276.0
2151,-58971.5
2152,-58971.5
2153,-58971.5
2154,-58971.5
2155,-58971.5
2156,-59119.5
2157,-58971.5
2158,-58971.5
2159,-58971.5
2160,-58971.5
2161,-58971.5
2162,-58971.5
2163,-58971.5
2164,-58971.5
2165,-58971.5
2166,-58971.5
2167,-58971.5
2168,-58971.5
2169,-58971.5
2170,-58971.5
2171,-58971.5
2172,-58971.5
2173,-58971.5
2174,-60332.75
2175,-58971.5
2176,-58971.5
2177,-60912.2
2178,-58971.5
2179,-58971.5
2180,-58971.5
2181,-58971.5
2182,-59545.7
2183,-58971.5
2184,-58971.5
2185,-58971.5
2186,-58971.5
2187,-58971.5
2188,-58971.5
2189,-58971.5
2190,-58971.5
2191,-58971.5
2192,-58971.5
2193,-58971.5
2194,-58971.5
2195,-58971.5
2196,-58971.5
2197,-58971.5
2198,-58971.5
2199,-58971.5
2200,-58971.5
2201,-58971.5
2202,-58971.5
2203,-58971.5
2204,-58971.5
2205,-58971.5
2206,-58971.5
2207,-58971.5
2208,-58971.5
2209,-58901.0
2210,-58971.5
2211,-58971.5
2212,-58971.5
2213,-58971.5
2214,-58971.5
2215,-59524.0
2216,-58971.5
2217,-58971.5
2218,-58971.5
2219,-58971.5
2220,-58971.5
2221,-58971.5
2222,-58971.5
2223,-58573.5
2224,-58971.5
2225,-58971.5
2226,-58971.5
2227,-58971.5
2228,-58971.5
2229,-58971.5
2230,-58971.5
2231,-58971.5
2232,-58971.5
2233,-58971.5
2234,-58971.5
2235,-58782.0
2236,-58971.5
2237,-58971.5
2238,-58971.5
2239,-58971.5
2240,-58971.5
2241,-58971.5
2242,-58971.5
2243,-58971.5
2244,-58971.5
2245,-58971.5
2246,-58971.5
2247,-58971.5
2248,-58971.5
2249,-58971.5
2250,-58971.5
2251,-58971.5
2252,-58971.5
2253,-58971.5
2254,-58971.5
2255,-58971.5
2256,-58971.5
2257,-58971.5
2258,-58971.5
2259,-58971.5
2260,-59235.5
2261,-58971.5
2262,-58971.5
2263,-58971.5
2264,-58971.5
2265,-58971.5
2266,-58971.5
2267,-58971.5
2268,-58971.5
2269,-58971.5
2270,-58971.5
2271,-58971.5
2272,-58971.5
2273,-58971.5
2274,-58971.5
2275,-58971.5
2276,-58971.5
2277,-58971.5
2278,-58971.5
2279,-58971.5
2280,-58971.5
2281,-58971.5
2282,-58971.5
2283,-58961.7
2284,-58971.5
2285,-58971.5
2286,-58971.5
2287,-58971.5
2288,-58971.5
2289,-58971.5
2290,-58971.5
2291,-58971.5
2292,-59096.649999999994
2293,-58971.5
2294,-58971.5
2295,-58971.5
2296,-58971.5
2297,-58971.5
2298,-58971.5
2299,-58971.5
2300,-58971.5
2301,-58971.5
2302,-58971.5
2303,-58971.5
2304,-58971.5
2305,-58971.5
2306,-58971.5
2307,-58971.5
2308,-58971.5
2309,-58971.5
2310,-58971.5
2311,-58971.5
2312,-58971.5
2313,-58971.5
2314,-58971.5
2315,-58971.5
2316,-58971.5
2317,-61094.0
2318,-58971.5
2319,-58971.5
2320,-58971.5
2321,-58971.5
2322,-58971.5
2323,-58971.5
2324,-58971.5
2325,-58971.5
2326,-58971.5
2327,-58971.5
2328,-58971.5
2329,-58453.55
2330,-58971.5
2331,-58971.5
2332,-58971.5
2333,-58971.5
2334,-58971.5
2335,-58971.5
2336,-58971.5
2337,-58971.5
2338,-58971.5
2339,-58971.5
2340,-58971.5
2341,-58971.5
2342,-58971.5
2343,-58971.5
2344,-58971.5
2345,-58971.5
2346,-58971.5
2347,-58971.5
2348,-58971.5
2349,-58971.5
2350,-58971.5
2351,-58971.5
2352,-58971.5
2353,-58961.7
2354,-58971.5
2355,-58971.5
2356,-60256.7
2357,-58971.5
2358,-58971.5
2359,-58971.5
2360,-58971.5
2361,-58971.5
2362,-58971.5
2363,-58971.5
2364,-58971.5
2365,-58971.5
2366,-58971.5
2367,-58971.5
2368,-58971.5
2369,-58971.5
2370,-58971.5
2371,-59054.0
2372,-58971.5
2373,-58971.5
2374,-58971.5
2375,-58971.5
2376,-58971.5
2377,-58971.5
2378,-58971.5
2379,-58971.5
2380,-58971.5
2381,-58971.5
2382,-58971.5
2383,-58971.5
2384,-58971.5
2385,-58971.5
2386,-58971.5
2387,-58971.5
2388,-58971.5
2389,-58971.5
2390,-58971.5
2391,-58971.5
2392,-58971.5
2393,-58971.5
2394,-58971.5
2395,-58971.5
2396,-58971.5
2397,-58971.5
2398,-58971.5
2399,-58971.5
2400,-58971.5
2401,-58971.5
2402,-58971.5
2403,-58971.5
2404,-58971.5
2405,-58971.5
2406,-58971.5
2407,-58971.5
2408,-58971.5
2409,-58971.5
2410,-58971.5
2411,-58971.5
2412,-58971.5
2413,-58971.5
2414,-58971.5
2415,-58971.5
2416,-58971.5
2417,-58971.5
2418,-58971.5
2419,-58971.5
2420,-58971.5
2421,-58971.5
2422,-58971.5
2423,-58971.5
2424,-58971.5
2425,-58971.5
2426,-58971.5
2427,-58971.5
2428,-58971.5
2429,-58971.5
2430,-58971.5
2431,-58971.5
2432,-58971.5
2433,-58971.5
2434,-58971.5
2435,-58971.5
2436,-58971.5
2437,-58971.5
2438,-58971.5
2439,-58971.5
2440,-58971.5
2441,-58971.5
2442,-58971.5
2443,-58971.5
2444,-58971.5
2445,-58971.5
2446,-58971.5
2447,-58971.5
2448,-58971.5
2449,-58971.5
2450,-58971.5
2451,-58971.5
2452,-58971.5
2453,-58971.5
2454,-58971.5
2455,-58971.5
2456,-58971.5
2457,-58971.5
2458,-58971.5
2459,-58971.5
2460,-58971.5
2461,-58971.5
2462,-58971.5
2463,-58971.5
2464,-58971.5
2465,-58971.5
2466,-58971.5
2467,-58971.5
